message,intent
SOS: 10 people stranded on a rock in Nilwala River. Water rising rapidly.,Rescue
Update: High Level Road road cleared near Kegalle. Traffic moving slowly.,Utility
Rescue needed: Pregnant woman in labor at Kandy. Cannot reach hospital.,Medical
We need blankets and clothes for the children at the Kegalle school.,Supply
Warning: Dengue risk is high in Nuwara Eliya due to stagnant water.,Medical
Donation needed: 8 packets of rice and curry for lunch in Ja-Ela.,Supply
Boat capsized in Matara. 14 people in the water. Need help!,Rescue
Requesting 500 liters of drinking water for the shelter in Wellampitiya.,Supply
Need ambulance to Nuwara Eliya for an elderly person with chest pain.,Medical
Donation needed: 3 packets of rice and curry for lunch in Kegalle.,Supply
Just saw on news that Kolonnawa town is flooded. Hope everyone is safe.,Other
We need milk powder and diapers for 4 babies at the Badulla camp.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
River overflow in Colombo. Level 9.7m. Critical warning issued.,Utility
SOS: 14 people trapped on a roof in Ratnapura. Water rising fast.,Rescue
Update: Kandy Road road cleared near Ratnapura. Traffic moving slowly.,Utility
SOS: 6 people trapped on a roof in Kegalle. Water rising fast.,Rescue
Road block at the entrance to the highway in Colombo. Avoid the area.,Utility
My grandmother has a high fever and we are cut off by floods in Badulla.,Medical
Gampaha hospital is requesting drinking water and food for patients.,Supply
Just arrived at the shelter in Colombo. It's crowded but safe.,Other
Is the highway open? I need to get to the airport from Kolonnawa.,Utility
SOS: 17 people stranded on a rock in Mahaweli River. Water rising rapidly.,Rescue
Does anyone have extra dry rations for the camp in Kolonnawa?,Supply
Warning: Dengue risk is high in Ratnapura due to stagnant water.,Medical
My neighbor is stuck in a tree in Wellampitiya (immediate danger).,Rescue
Please pray for Sri Lanka. Stay safe everyone.,Other
Does anyone have extra dry rations for the camp in Ratnapura?,Supply
The government has allocated relief funds for the Badulla district.,Other
My brother has a high fever and we are cut off by floods in Kandy.,Medical
Just arrived at the shelter in Colombo. It's crowded but safe.,Other
My brother is stuck in a tree in Colombo (immediate danger).,Rescue
Donation needed: 8 packets of rice and curry for lunch in Badulla.,Supply
Warning: Dengue risk is high in Colombo due to stagnant water.,Medical
SOS: 5 people trapped on a roof in Kandy. Water rising fast.,Rescue
Please pray for Sri Lanka. Stay safe everyone.,Other
Update: Kandy Road road cleared near Ratnapura. Traffic moving slowly.,Utility
River overflow in Nuwara Eliya. Level 11.5m. Critical warning issued.,Utility
Gampaha hospital is requesting drinking water and food for patients.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Helicopter rescue needed for a group of hikers in Kandy.,Rescue
Donation drive happening at the town hall in Ja-Ela tomorrow.,Other
I lost my ID card in the flood in Colombo. What should I do?,Other
Donation needed: 6 packets of rice and curry for lunch in Matara.,Supply
Does anyone have extra dry rations for the camp in Matara?,Supply
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Just arrived at the shelter in Wellampitiya. It's crowded but safe.,Other
SOS: 17 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
Update: High Level Road road cleared near Nuwara Eliya. Traffic moving slowly.,Utility
SOS: 19 people trapped on a roof in Kelaniya. Water rising fast.,Rescue
I lost my ID card in the flood in Kandy. What should I do?,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
The government has allocated relief funds for the Badulla district.,Other
My dog is missing in Kandy. Has anyone seen him?,Other
SOS: 8 people trapped on a roof in Kelaniya. Water rising fast.,Rescue
My neighbor is stuck in a tree in Matara (immediate danger).,Rescue
Does anyone have extra dry rations for the camp in Wattala?,Supply
BREAKING: Water levels in Nilwala River (Ja-Ela) have reached 11.3 meters. Warning!,Utility
BREAKING: Water levels in Nilwala River (Wellampitiya) have reached 5.6 meters. Warning!,Utility
Requesting 500 liters of drinking water for the shelter in Wattala.,Supply
We need blankets and clothes for the children at the Badulla school.,Supply
Helicopter rescue needed for a group of hikers in Ratnapura.,Rescue
Gampaha hospital is requesting urgent medicine for 12 patients.,Medical
Just arrived at the shelter in Gampaha. It's crowded but safe.,Other
Rescue needed: Pregnant woman in labor at Kandy. Cannot reach hospital.,Medical
SOS: 18 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
SOS: 13 people trapped on a roof in Kelaniya. Water rising fast.,Rescue
Requesting 500 liters of drinking water for the shelter in Kelaniya.,Supply
Emergency: Matara area flooded. People stranded on top of a van.,Rescue
Please pray for Sri Lanka. Stay safe everyone.,Other
Rescue needed: Pregnant woman in labor at Kandy. Cannot reach hospital.,Medical
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
We need blankets and clothes for the children at the Ratnapura school.,Supply
We need blankets and clothes for the children at the Kelaniya school.,Supply
We need blankets and clothes for the children at the Matara school.,Supply
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
Rescue needed: Pregnant woman in labor at Kandy. Cannot reach hospital.,Medical
We need blankets and clothes for the children at the Gampaha school.,Supply
SOS: 15 people trapped on a roof in Kelaniya. Water rising fast.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Update: Low Level Road road cleared near Ratnapura. Traffic moving slowly.,Utility
Does anyone have extra dry rations for the camp in Gampaha?,Supply
Is the highway open? I need to get to the airport from Kandy.,Utility
Update: Low Level Road road cleared near Nuwara Eliya. Traffic moving slowly.,Utility
Warning: Dengue risk is high in Colombo due to stagnant water.,Medical
Donation needed: 16 packets of rice and curry for lunch in Colombo.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
I lost my ID card in the flood in Matara. What should I do?,Other
My brother has a high fever and we are cut off by floods in Kolonnawa.,Medical
Emergency: Tree fell on a house in Kandy. 12 injured.,Medical
SOS: 20 people trapped on a roof in Nuwara Eliya. Water rising fast.,Rescue
We are trapped in the attic in Nuwara Eliya. 9 kids. Water is entering.,Rescue
We are trapped in the attic in Ja-Ela. 11 kids. Water is entering.,Rescue
Just saw on news that Kegalle town is flooded. Hope everyone is safe.,Other
Electricity restored in some parts of Matara. Infrastructure stable.,Utility
Road block at the entrance to the highway in Matara. Avoid the area.,Utility
Emergency: Tree fell on a house in Colombo. 16 injured.,Medical
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Donation needed: 7 packets of rice and curry for lunch in Wattala.,Supply
The government has allocated relief funds for the Wellampitiya district.,Other
Just arrived at the shelter in Wellampitiya. It's crowded but safe.,Other
My sister has a high fever and we are cut off by floods in Badulla.,Medical
My dog is missing in Kandy. Has anyone seen him?,Other
Electricity restored in some parts of Kolonnawa. Infrastructure stable.,Utility
Does anyone have extra dry rations for the camp in Wattala?,Supply
We need blankets and clothes for the children at the Kolonnawa school.,Supply
River overflow in Ratnapura. Level 7.3m. Critical warning issued.,Utility
Electricity restored in some parts of Badulla. Infrastructure stable.,Utility
Emergency: Wellampitiya area flooded. People stranded on top of a van.,Rescue
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
Emergency: Tree fell on a house in Gampaha. 19 injured.,Medical
Electricity restored in some parts of Ratnapura. Infrastructure stable.,Utility
Just saw on news that Ratnapura town is flooded. Hope everyone is safe.,Other
Help! My grandmother is bedridden and the water is knee deep. Location: Nuwara Eliya.,Medical
Need ambulance to Ja-Ela for an elderly person with chest pain.,Medical
SOS: 9 people stranded on a rock in Mahaweli River. Water rising rapidly.,Rescue
Donation needed: 5 packets of rice and curry for lunch in Nuwara Eliya.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
Is the highway open? I need to get to the airport from Matara.,Utility
My sister has a high fever and we are cut off by floods in Ja-Ela.,Medical
Road block at the entrance to the highway in Gampaha. Avoid the area.,Utility
My dog is missing in Kelaniya. Has anyone seen him?,Other
Does anyone have extra dry rations for the camp in Badulla?,Supply
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
URGENT: Landslide in Wellampitiya. 20 houses buried. Need rescue team immediately.,Rescue
Please pray for Sri Lanka. Stay safe everyone.,Other
Road block at the entrance to the highway in Badulla. Avoid the area.,Utility
Emergency: Wattala area flooded. People stranded on top of a van.,Rescue
Boat capsized in Nuwara Eliya. 12 people in the water. Need help!,Rescue
Donation needed: 11 packets of rice and curry for lunch in Kandy.,Supply
Need ambulance to Gampaha for an elderly person with chest pain.,Medical
Helicopter rescue needed for a group of hikers in Wattala.,Rescue
Update: Low Level Road road cleared near Gampaha. Traffic moving slowly.,Utility
Boat capsized in Kegalle. 6 people in the water. Need help!,Rescue
Warning: Dengue risk is high in Badulla due to stagnant water.,Medical
Warning: Dengue risk is high in Kelaniya due to stagnant water.,Medical
Please pray for Sri Lanka. Stay safe everyone.,Other
We need milk powder and diapers for 6 babies at the Badulla camp.,Supply
Does anyone have extra dry rations for the camp in Colombo?,Supply
BREAKING: Water levels in Nilwala River (Gampaha) have reached 4.6 meters. Warning!,Utility
The government has allocated relief funds for the Gampaha district.,Other
My grandfather has a high fever and we are cut off by floods in Kegalle.,Medical
Just arrived at the shelter in Kelaniya. It's crowded but safe.,Other
Electricity restored in some parts of Matara. Infrastructure stable.,Utility
Emergency: Wellampitiya area flooded. People stranded on top of a van.,Rescue
Need ambulance to Colombo for an elderly person with chest pain.,Medical
URGENT: Landslide in Badulla. 14 houses buried. Need rescue team immediately.,Rescue
Help! My brother is bedridden and the water is knee deep. Location: Matara.,Medical
Road block at the entrance to the highway in Badulla. Avoid the area.,Utility
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Just arrived at the shelter in Wattala. It's crowded but safe.,Other
Is the highway open? I need to get to the airport from Badulla.,Utility
The government has allocated relief funds for the Kelaniya district.,Other
Requesting 500 liters of drinking water for the shelter in Gampaha.,Supply
Gampaha hospital is requesting drinking water and food for patients.,Supply
Electricity restored in some parts of Matara. Infrastructure stable.,Utility
Donation drive happening at the town hall in Matara tomorrow.,Other
Rescue needed: Pregnant woman in labor at Kandy. Cannot reach hospital.,Medical
We are trapped in the attic in Ratnapura. 3 kids. Water is entering.,Rescue
SOS: 10 people trapped on a roof in Wattala. Water rising fast.,Rescue
